actor,pelicula
Richard Garcia,Tall Men
Richard Gere,Hachi: A Dog's Tale
Richard Gere,Movie 43
Richard Gere,Norman: The Moderate Rise and Tragic Fall of a New York Fixer
Richard Jenkins,Bone Tomahawk
Richard Jenkins,Jack Reacher
Richard Jenkins,Let Me In
Richard Jenkins,Step Brothers
Richard Jenkins,The Hollars
Richard Kind,All We Had
Richard Madden,Bastille Day
Richard Madden,Cinderella
Richenda Carey,Colonia
Rick Gonzalez,Deuces
Rihanna,Battleship
Rihanna,Home
Rila Fukushima,The Wolverine
Riley Keough,American Honey
Riley Keough,Lovesong
Riley Thomas Stewart,The Lucky One
Rima Te Wiata,Hunt for the Wilderpeople
Rinko Kikuchi,Pacific Rim
Rip Torn,Marie Antoinette
Rita Cortese,La odisea de los giles
Rita Cortese,Relatos salvajes
Rita Cortese,Un crimen argentino
Rita Cortese,Viudas
Riz Ahmed,City of Tiny Lights
Riz Ahmed,Nightcrawler
Rizwan Manji,Paterson
RJ Cyler,Me and Earl and the Dying Girl
Rob Corddry,Sex Tape
Rob Riggle,Absolutely Anything
Rob Riggle,Let's Be Cops
Robbie Amell,Nine Lives
Robbie Amell,The DUFF
Robert Capron,Diary of a Wimpy Kid
Robert Capron,Diary of a Wimpy Kid: Dog Days
Robert Capron,Diary of a Wimpy Kid: Rodrick Rules
Robert Carlyle,28 Weeks Later
Robert De Niro,Dirty Grandpa
Robert De Niro,Hands of Stone
Robert De Niro,Joy
Robert De Niro,Limitless
Robert De Niro,Red Lights
Robert De Niro,Silver Linings Playbook
Robert De Niro,The Comedian
Robert De Niro,The Family
Robert De Niro,The Intern
Robert Downey Jr.,Avengers: Age of Ultron
Robert Downey Jr.,Captain America: Civil War
Robert Downey Jr.,Chef
Robert Downey Jr.,Iron Man
Robert Downey Jr.,Iron Man 2
Robert Downey Jr.,Iron Man Three
Robert Downey Jr.,Sherlock Holmes
Robert Downey Jr.,Sherlock Holmes: A Game of Shadows
Robert Downey Jr.,The Avengers
Robert Downey Jr.,The Judge
Robert Downey Jr.,Tropic Thunder
Robert Downey Jr.,Zodiac
Robert Duvall,The Judge
Robert Duvall,The Road
Robert Hoffman,Step Up 2: The Streets
Robert Knepper,Jack Reacher: Never Go Back
Robert Loggia,Gaby: A True Story
Robert Patrick,Bridge to Terabithia
Robert Patrick,Endless Love
Robert Pattinson,Remember Me
Robert Pattinson,The Lost City of Z
Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 1
Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2
Robert Pattinson,The Twilight Saga: Eclipse
Robert Pattinson,Twilight
Robert Redford,Captain America: The Winter Soldier
Robert Redford,Pete's Dragon
Robert Sheehan,The Mortal Instruments: City of Bones
Robert Toupin,Martyrs
Roberto Carnaghi,Moebius
Roberto Fugazot,Los isleros
Roberto Fugazot,Prisioneros de la tierra
Robin Williams,Happy Feet
Robin Williams,Night at the Museum: Secret of the Tomb
Robin Wright,Adoration
Robin Wright,Beowulf
Robin Wright,Moneyball
Rocío Hernandez,30 días con mi ex
Rodolfo Bebán,Juan Moreira
Rodolfo Ranni,El arreglo
Rodolfo Ranni,No habrá más penas ni olvido
Rodolfo Ranni,Tiempo de revancha
Rodrigo de la Serna,Che
Rodrigo de la Serna,Diarios de motocicleta
Rodrigo de la Serna,Okupas
Rodrigo Santoro,Ben-Hur
Rodrigo Santoro,Focus
Rodrigo Santoro,Leonera
Roger Bart,Hostel: Part II
Rogério Cardoso,El hijo de la novia
Rolf Lassgård,En man som heter Ove
Roly Serrano,El Marginal
Roly Serrano,"Gilda, no me arrepiento de este amor"
Romain Duris,Iris
Roman Jossart,Don't Fuck in the Woods
Roman Kolinka,L'avenir
Romi Escobar,El estudiante
Romina Escobar,Breve historia del planeta verde
Romina Fernandes,Granizo
Ron Livingston,The Conjuring
Ron Perlman,Chuck
Ron Perlman,Conan the Barbarian
Ron Perlman,Cronos
Ron Perlman,Hellboy II: The Golden Army
Ron Perlman,Tangled
Ron Perlman,The Book of Life
Ronnie Gene Blevins,Crawlspace
Ronnie Gene Blevins,The Neighbor
Rooney Mara,Carol
Rooney Mara,Her
Rooney Mara,Lion
Rooney Mara,Pan
Rooney Mara,The Girl with the Dragon Tattoo
Rooney Mara,The Secret Scripture
Rooney Mara,The Social Network
Rory Cochrane,Oculus
Rory J. Saper,The Legend of Tarzan
Rosamund Pike,A United Kingdom
Rosamund Pike,Fracture
Rosamund Pike,Gone Girl
Rosamund Pike,Jack Reacher
Rosamund Pike,The World's End
Rosamund Pike,Wrath of the Titans
Rosario Bléfari,Los dueños
Rosario Bléfari,Planta permanente
Rosario Dawson,10 Years
Rosario Dawson,Death Proof
Rosario Dawson,Eagle Eye
Rosario Dawson,Seven Pounds
Rosario Dawson,Trance
Rosario Dawson,Unstoppable
Rose Byrne,28 Weeks Later
Rose Byrne,Annie
Rose Byrne,Bridesmaids
Rose Byrne,Insidious
Rose Byrne,Neighbors
Rose Byrne,Neighbors 2: Sorority Rising
Rose Byrne,Spy
Rose Byrne,Sunshine
Rose Byrne,The Internship
Rose Leslie,Morgan
Rose Leslie,The Last Witch Hunter
Rose McGowan,Conan the Barbarian
Rose McGowan,Grindhouse
Rose McGowan,Planet Terror
Rosemarie DeWitt,La La Land
Rosie Huntington-Whiteley,Transformers: Dark of the Moon
Rosie Shaw,Moon
Ross Kimball,Masterminds
Rostislav Bershauer,Viking
Rotimi,Deuces
Rubén Blades,Hands of Stone
Ruby Barnhill,The BFG
Rudy Youngblood,Apocalypto
Rufus Sewell,The Illusionist
Rupert Evans,The Boy
Rupert Friend,The Boy in the Striped Pyjamas
Rupert Grint,Harry Potter and the Deathly Hallows: Part 1
Rupert Grint,Harry Potter and the Deathly Hallows: Part 2
Rupert Grint,Harry Potter and the Half-Blood Prince
Rupert Grint,Harry Potter and the Order of the Phoenix
Russell Brand,Despicable Me
Russell Crowe,A Good Year
Russell Crowe,American Gangster
Russell Crowe,Body of Lies
Russell Crowe,Les Misérables
Russell Crowe,Noah
Russell Crowe,Robin Hood
Russell Crowe,The Nice Guys
Ruta Gedmintas,A Street Cat Named Bob
Ruth Negga,Loving
Ruth Wilson,I Am the Pretty Thing That Lives in the House
Ruth Wilson,Locke
Ryan Gosling,All Good Things
Ryan Gosling,Blue Valentine
Ryan Gosling,"Crazy, Stupid, Love."
Ryan Gosling,Drive
Ryan Gosling,Fracture
Ryan Gosling,Gangster Squad
Ryan Gosling,La La Land
Ryan Gosling,The Big Short
Ryan Gosling,The Nice Guys
Ryan Gosling,The Place Beyond the Pines
Ryan Guzman,Everybody Wants Some!!
Ryan Guzman,The Boy Next Door
Ryan Lee,Goosebumps
Ryan Potter,Big Hero 6
Ryan Reynolds,Criminal
Ryan Reynolds,Deadpool
Ryan Reynolds,Green Lantern
Ryan Reynolds,Self/less
Ryan Reynolds,The Proposal
Ryan Reynolds,Woman in Gold
Ryan Reynolds,X-Men Origins: Wolverine
Ryô Narita,Kimi no na wa
Ryoko Seta,The Sea of Trees
Ryûnosuke Kamiki,Kimi no na wa
Sabina Olmos,Así es la vida
Sacha Baron Cohen,Grimsby
Sacha Baron Cohen,Talladega Nights: The Ballad of Ricky Bobby
Sacha Baron Cohen,The Dictator
Sachet Engineer,Taare Zameen Par
Sakshi Tanwar,Dangal
Salim Kechiouche,La vie d'Adèle
Salli Richardson-Whitfield,I Am Legend
Sally Field,"Hello, My Name Is Doris"
Sally Field,Lincoln
Sally Hawkins,Blue Jasmine
Sally Hawkins,Maudie
Sally Phillips,Bridget Jones's Baby
Salma Hayek,Frida
Salma Hayek,Grown Ups
Salma Hayek,Il racconto dei racconti - Tale of Tales
Sam Claflin,"Love, Rosie"
Sam Claflin,Me Before You
Sam Claflin,Snow White and the Huntsman
Sam Claflin,Their Finest
Sam Elliott,Ghost Rider
Sam Neill,Hunt for the Wilderpeople
Sam Neill,The Daughter
Sam Quartin,Let Me Make You a Martyr
Sam Riley,Pride and Prejudice and Zombies
Sam Rockwell,Moon
Sam Rockwell,Mr. Right
Sam Rockwell,Seven Psychopaths
Sam Shepard,The Assassination of Jesse James by the Coward Robert Ford
Sam Trammell,Imperium
Sam Worthington,Avatar
Sam Worthington,Clash of the Titans
Sam Worthington,Hacksaw Ridge
Sam Worthington,Man on a Ledge
Sam Worthington,Terminator Salvation
Sam Worthington,Wrath of the Titans
Samantha Isler,Captain Fantastic
Samantha Morton,John Carter
Samantha Robinson,The Love Witch
Samantha Sloyan,Hush
Samuel L. Jackson,1408
Samuel L. Jackson,Captain America: The First Avenger
Samuel L. Jackson,Captain America: The Winter Soldier
Samuel L. Jackson,Jumper
Samuel L. Jackson,Kingsman: The Secret Service
Samuel L. Jackson,Miss Peregrine's Home for Peculiar Children
Samuel L. Jackson,Old Boy
Samuel L. Jackson,Snakes on a Plane
Samuel L. Jackson,The Hateful Eight
Sandra Ballesteros,El lado oscuro del corazón
Sandra Bullock,Gravity
Sandra Bullock,Minions
Sandra Bullock,The Blind Side
Sandra Bullock,The Heat
Sandra Bullock,The Proposal
Sandra Hüller,Toni Erdmann
Sandra Kinder,Twin Peaks: The Missing Pieces
Sanjay Dutt,PK
Sanjeev Bhaskar,Absolutely Anything
Santiago Armas Estevarena,"Argentina, 1985"
Santiago Cardozo,Pipa
Santiago Korovsky,División Palermo
Santiago Segura,Casi leyendas
Sanya Malhotra,Dangal
Saoirse Ronan,Atonement
Saoirse Ronan,Brooklyn
Saoirse Ronan,Hanna
Saoirse Ronan,The Host
Saoirse Ronan,The Lovely Bones
Saori Hayami,Koe no katachi
Sarah Butler,I Spit on Your Grave
Sarah Clarke,Twilight
Sarah Dumont,Scouts Guide to the Zombie Apocalypse
Sarah Gadon,Dracula Untold
Sarah Gadon,Enemy
Sarah Gadon,Indignation
Sarah Gadon,The 9th Life of Louis Drax
Sarah Hyland,Satanic
Sarah Jessica Parker,Sex and the City
Sarah Jessica Parker,Sex and the City 2
Sarah Paulson,Carol
Sarah Polley,Mr. Nobody
Sarah Roemer,Disturbia
Sarah Roemer,Hachi: A Dog's Tale
Sarah Silverman,Popstar: Never Stop Never Stopping
Sarah Silverman,Wreck-It Ralph
Sarah Snook,Predestination
Sarita Choudhury,A Hologram for the King
Sasha Lane,American Honey
Satomi Ishihara,Shin Gojira
Saurabh Shukla,Slumdog Millionaire
Scarlett Johansson,Captain America: Civil War
Scarlett Johansson,Captain America: The Winter Soldier
Scarlett Johansson,Chef
Scarlett Johansson,Don Jon
Scarlett Johansson,Her
Scarlett Johansson,Lucy
Scarlett Johansson,Sing
Scarlett Johansson,The Avengers
Scarlett Johansson,The Other Boleyn Girl
Scarlett Johansson,The Prestige
Scarlett Johansson,Under the Skin
Scarlett Johansson,Vicky Cristina Barcelona
Scorcher,The Intent
Scott Adkins,Boyka: Undisputed IV
Scott Adsit,Big Hero 6
Scott Eastwood,Texas Chainsaw 3D
Scott Eastwood,The Longest Ride
Scott Glenn,Freedom Writers
Scott Glenn,The Bourne Legacy
Scott Lawrence,Equals
Scott Mescudi,Need for Speed
Scott Speedman,The Strangers
Sean Bean,Jupiter Ascending
Sean Bean,Silent Hill
Sean Bott,127 Hours
Sean Bridgers,Room
Sean Faris,Never Back Down
Sean Patrick Thomas,The Fountain
Sean Penn,Gangster Squad
Sean Penn,The Gunman
Sean Penn,The Tree of Life
Seann William Scott,American Reunion
Sebastian Chiola,La guerra gaucha
Sebastian Koch,The Lives of Others
Sebastian Pigott,Below Her Mouth
Sebastian Stan,Captain America: Civil War
Selena Gomez,Hotel Transylvania 2
Selena Gomez,In Dubious Battle
Selena Gomez,Spring Breakers
Selma Blair,Hellboy II: The Golden Army
Sergej Trifunovic,Srpski film
Sergi López,Pan's Labyrinth
Sergio Boris,El abrazo partido
Sergio Prina,El motoarrebatador
Sergio Renán,Los siete locos
Seth MacFarlane,A Million Ways to Die in the West
Seth MacFarlane,Sing
Seth MacFarlane,Ted
Seth MacFarlane,Ted 2
Seth Rogen,50/50
Seth Rogen,Knocked Up
Seth Rogen,Neighbors
Seth Rogen,Neighbors 2: Sorority Rising
Seth Rogen,Paul
Seth Rogen,Pineapple Express
Seth Rogen,Sausage Party
Seth Rogen,Steve Jobs
Seth Rogen,The Interview
Seth Rogen,This Is the End
Seth Rogen,Zack and Miri Make a Porno
Seychelle Gabriel,Sleight
Shad Moss,The Fast and the Furious: Tokyo Drift
Shah Rukh Khan,Dear Zindagi
Shahab Hosseini,Forushande
Shailene Woodley,Allegiant
Shailene Woodley,Divergent
Shailene Woodley,Insurgent
Shailene Woodley,Snowden
Shailene Woodley,The Descendants
Shailene Woodley,The Fault in Our Stars
Shailene Woodley,The Spectacular Now
Shameik Moore,Dope
Shannon Woodward,Search Party
Shareeka Epps,Aliens vs Predator - Requiem
Shariff Earp,Moonlight
Sharlto Copley,Chappie
Sharlto Copley,District 9
Sharlto Copley,Elysium
Sharlto Copley,Free Fire
Sharlto Copley,Hardcore Henry
Sharlto Copley,Maleficent
Sharlto Copley,Old Boy
Sharlto Copley,The A-Team
Sharlto Copley,The Hollars
Sharman Joshi,3 Idiots
Sharon Percy,"I, Daniel Blake"
Shawn Roberts,Resident Evil: The Final Chapter
Shea Adams,Australia
Sheila Kelley,The Guest
Shelley Hennig,Unfriended
Sheri Moon Zombie,31
Shia LaBeouf,American Honey
Shia LaBeouf,Disturbia
Shia LaBeouf,Eagle Eye
Shia LaBeouf,Fury
Shia LaBeouf,Indiana Jones and the Kingdom of the Crystal Skull
Shia LaBeouf,Lawless
Shia LaBeouf,Man Down
Shia LaBeouf,Nymphomaniac: Vol. I
Shia LaBeouf,Transformers
Shia LaBeouf,Transformers: Dark of the Moon
Shia LaBeouf,Transformers: Revenge of the Fallen
Shiloh Fernandez,Evil Dead
Shone Romulus,The Intent
Sienna Guillory,Resident Evil: Retribution
Sienna Guillory,The Warriors Gate
Sienna Miller,American Sniper
Sienna Miller,Burnt
Sienna Miller,High-Rise
Sienna Miller,Stardust
Sienna Miller,The Lost City of Z
Sigourney Weaver,A Monster Calls
Sigourney Weaver,Avatar
Sigourney Weaver,Chappie
Sigourney Weaver,Exodus: Gods and Kings
Sigourney Weaver,Red Lights
Sigourney Weaver,The Assignment
Sigrid Bouaziz,Personal Shopper
Silke,Felicidades
Silvia Abascal,Francisco: El padre Jorge
Simon Cotton,The Rise of the Krays
Simon Helberg,Florence Foster Jenkins
Simon Pegg,Absolutely Anything
Simon Pegg,Hot Fuzz
Simon Pegg,Mission: Impossible - Ghost Protocol
Simon Pegg,Mission: Impossible - Rogue Nation
Simon Pegg,Paul
Simon Pegg,Star Trek
Simon Pegg,The World's End
Simona Stasová,Lída Baarová
Sixtine Murat,Ma vie de Courgette
Skyler Gisondo,Vacation
Slobodan Bestic,Srpski film
So-ri Moon,Ah-ga-ssi
Sofia Black-D'Elia,Viral
Sofía Cabrera,Las Mil y Una
Sofía Gala,Apache
Sofía Gala,El reino
Sofía Gala Castiglione,Alanís
Sofía Gala Castiglione,Crímenes de familia
Sofía Gala Castiglione,El cuidado de los otros
Sofía Gala Castiglione,"Franklin, historia de un billete"
Soledad Alfaro,El viaje
Soledad Silveyra,Últimos días de la víctima
Soledad Villamil,"El mismo amor, la misma lluvia"
Soledad Villamil,El secreto de sus ojos
Soledad Villamil,"No sos vos, soy yo"
Soledad Villamil,Todos tenemos un plan
Sonoya Mizuno,Ex Machina
Soo-an Kim,Busanhaeng
Sophie Nélisse,Mean Dreams
Sophie Okonedo,After Earth
Sophie Perry,The Theory of Everything
Srdjan 'Zika' Todorovic,Srpski film
Stacy Martin,Nymphomaniac: Vol. I
Stanley Tucci,The Hunger Games
Stanley Tucci,Transformers: Age of Extinction
Steele Stebbins,Vacation
Stefania Sandrelli,Esperando al Mesías
Stellan Skarsgård,Mamma Mia!
Stellan Skarsgård,Nymphomaniac: Vol. I
Stellan Skarsgård,Nymphomaniac: Vol. II
Stellan Skarsgård,The Girl with the Dragon Tattoo
Stellan Skarsgård,Thor: The Dark World
Stephen Curry,Hounds of Love
Stephen Dorff,Immortals
Stephen Henderson,Fences
Stephen Lang,Conan the Barbarian
Stephen Lang,Don't Breathe
Stephen Merchant,Movie 43
Stephen Moyer,Detour
Stephen Rea,Underworld Awakening
Steve Buscemi,Monsters University
Steve Carell,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Steve Carell,Café Society
Steve Carell,"Crazy, Stupid, Love."
Steve Carell,Despicable Me
Steve Carell,Despicable Me 2
Steve Carell,Little Miss Sunshine
Steve Carell,The Big Short
Steve Coogan,Percy Jackson & the Olympians: The Lightning Thief
Steve Lantz,War Dogs
Steve Martin,Home
Steve Oram,A Dark Song
Steve Tom,Rules Don't Apply
Steve Wiebe,Horrible Bosses
Steve Zahn,Dallas Buyers Club
Steve Zahn,Diary of a Wimpy Kid
Steve Zahn,Diary of a Wimpy Kid: Dog Days
Steve Zahn,Rescue Dawn
Steven Krueger,Satanic
Steven Mackintosh,Underworld: Rise of the Lycans
Steven Pasquale,Aliens vs Predator - Requiem
Steven Yeun,I Origins
Storm Acheche Sahlstrøm,Antichrist
Storm Reid,Sleight
Stuart Graham,Hunger
Su Elliot,Jane Eyre
Sue Dahlman,Indignation
Sullivan Stapleton,300: Rise of an Empire
Sunny Pawar,Lion
Suraj Sharma,Life of Pi
Susan Loughnane,A Dark Song
Susan Sarandon,Enchanted
Susan Sarandon,The Lovely Bones
Susana Campos,Rosaura a las diez
Susana Giménez,A los cirujanos se les va la mano
Susana Giménez,Basta de mujeres
Susana Giménez,Los hombres solo piensan en eso
Susana Giménez,Yo también tengo fiaca
Susana Pampín,Dos disparos
Susana Pampín,"Gilda, no me arrepiento de este amor"
Susana Traverso,El sexólogo
Susie Porter,Hounds of Love
Susú Pecoraro,Camila
Susú Pecoraro,Sur
Susú Pecoraro,Tacos altos
Suzanne Clément,Mommy
Sylvester Stallone,Creed
Sylvester Stallone,Escape Plan
Sylvester Stallone,Rambo
Sylvester Stallone,Rocky Balboa
Sylvester Stallone,The Expendables
Sylvester Stallone,The Expendables 2
Sylvester Stallone,The Expendables 3
Sylvia Hoeks,La migliore offerta
T.I.,Get Hard
T.J. Miller,Big Hero 6
T.J. Miller,Cloverfield
T.J. Miller,Deadpool
T.J. Miller,Office Christmas Party
T.J. Miller,Search Party
T.J. Miller,She's Out of My League
T.R. Knight,42
Tabu,Life of Pi
Tadanobu Asano,Silence
Taika Waititi,What We Do in the Shadows
Taissa Farmiga,Rules Don't Apply
Tamannaah Bhatia,Bahubali: The Beginning
Tammy Blanchard,The Invitation
Tanay Chheda,Taare Zameen Par
Tangie Ambrose,Why Him?
Tania Raymonde,Texas Chainsaw 3D
Tao Okamoto,The Wolverine
Taraji P. Henson,Hidden Figures
Taraji P. Henson,The Karate Kid
Taraneh Alidoosti,Forushande
Taron Egerton,Eddie the Eagle
Taron Egerton,Kingsman: The Secret Service
Taron Egerton,Legend
Tatiana Pauhofová,Lída Baarová
Taylor Kitsch,John Carter
Taylor Kitsch,Lone Survivor
Taylor Kitsch,Savages
Taylor Lautner,The Ridiculous 6
Taylor Lautner,The Twilight Saga: Breaking Dawn - Part 1
Taylor Lautner,The Twilight Saga: Breaking Dawn - Part 2
Taylor Lautner,The Twilight Saga: Eclipse
Taylor Schilling,The Lucky One
Taylor Swift,The Giver
Ted Levine,The Hills Have Eyes
Temuera Morrison,Moana
Teo Gutiérrez Moreno,Infancia clandestina
Teodora Duhovnikova,Boyka: Undisputed IV
Terence Stamp,Wanted
Teresa Navarro,Birth of the Dragon
Teresa Palmer,Hacksaw Ridge
Teresa Palmer,I Am Number Four
Teresa Palmer,Lights Out
Teresa Palmer,Point Break
Teresa Palmer,Take Me Home Tonight
Teresa Palmer,The Choice
Teresa Palmer,Warm Bodies
Teri Hatcher,Coraline
Terrence Howard,August Rush
Terrence Howard,Iron Man
Terry Chen,Birth of the Dragon
Terry Crews,Bridesmaids
Terry Crews,Idiocracy
Terry Crews,The Ridiculous 6
Tessa Thompson,Creed
Tessa Thompson,Dear White People
Tessa Thompson,War on Everyone
Teyonah Parris,Dear White People
Thandie Newton,2012
Thandie Newton,Half of a Yellow Sun
Thandie Newton,RocknRolla
Thandie Newton,The Pursuit of Happyness
Thelma Biral,Los siete locos
Thelma Biral,Triángulo de cuatro
Theo James,Allegiant
Theo James,Divergent
Theo James,Insurgent
Theo James,The Secret Scripture
Theo James,Underworld: Blood Wars
Theo James,War on Everyone
Theo Rossi,Lowriders
Thomas Bo Larsen,Jagten
Thomas Brodie-Sangster,Maze Runner: The Scorch Trials
Thomas Brodie-Sangster,The Maze Runner
Thomas Haden Church,Daddy's Home
Thomas Haden Church,Max
Thomas Haden Church,Spider-Man 3
Thomas Jane,Before I Wake
Thomas Jane,The Mist
Thomas Jane,USS Indianapolis: Men of Courage
Thomas Lennon,17 Again
Thomas Lennon,Monster Trucks
Thomas Loibl,Toni Erdmann
Thomas M. Wright,Everest
Thomas Mann,Me and Earl and the Dying Girl
Thomas Mann,Project X
Thomas Middleditch,Search Party
Tian Jing,The Great Wall
Tiffany Haddish,Keanu
Tijuana Ricks,Indignation
Til Schweiger,This Means War
Tilda Swinton,A Bigger Splash
Tilda Swinton,Snowpiercer
Tilda Swinton,The Curious Case of Benjamin Button
Tilda Swinton,We Need to Talk About Kevin
Tim Allen,Toy Story 3
Tim Blake Nelson,Colossal
Tim McGraw,The Blind Side
Tim Pigott-Smith,Whisky Galore
Tim Roth,Funny Games
Tim Roth,Hardcore Henry
Tim Roth,Mr. Right
Tim Roth,Selma
Tim Roth,The Incredible Hulk
Timothée Chalamet,Dune: Part Two
Timothy Olyphant,I Am Number Four
Timothy Olyphant,Live Free or Die Hard
Timothy Spall,Denial
Timothy Spall,Sweeney Todd: The Demon Barber of Fleet Street
Tina Fey,Megamind
Tina Fey,Sisters
Tina Fey,Whiskey Tango Foxtrot
Tini Stoessel,Tini: El gran cambio de Violetta
Tino Pascali,Crónica de un niño solo
Tita Merello,Amorina
Tita Merello,Deshonra
Tita Merello,Guacho
Tita Merello,La morocha
Tita Merello,Los isleros
Tita Merello,Mercado de Abasto
Tita Merello,Para vestir santos
Tobey Maguire,Spider-Man 3
Tobey Maguire,The Great Gatsby
Tobias Menzies,Underworld: Blood Wars
Toby Jones,Il racconto dei racconti - Tale of Tales
Toby Kebbell,A Monster Calls
Toby Kebbell,Ben-Hur
Tom Costello,Eddie the Eagle
Tom Cruise,Edge of Tomorrow
Tom Cruise,Jack Reacher
Tom Cruise,Jack Reacher: Never Go Back
Tom Cruise,Mission: Impossible - Ghost Protocol
Tom Cruise,Mission: Impossible - Rogue Nation
Tom Cruise,Mission: Impossible III
Tom Cruise,Oblivion
Tom Cruise,Rock of Ages
Tom Cullen,Mine
Tom Felton,A United Kingdom
Tom Hanks,A Hologram for the King
Tom Hanks,Bridge of Spies
Tom Hanks,Captain Phillips
Tom Hanks,Cloud Atlas
Tom Hanks,Inferno
Tom Hanks,Saving Mr. Banks
Tom Hanks,Sully
Tom Hanks,The Da Vinci Code
Tom Hanks,Toy Story 3
Tom Hardy,Bronson
Tom Hardy,Child 44
Tom Hardy,Lawless
Tom Hardy,Legend
Tom Hardy,Locke
Tom Hardy,Mad Max: Fury Road
Tom Hardy,The Dark Knight Rises
Tom Hardy,The Drop
Tom Hardy,The Revenant
Tom Hardy,This Means War
Tom Hardy,Tinker Tailor Soldier Spy
Tom Hardy,Warrior
Tom Hiddleston,Crimson Peak
Tom Hiddleston,High-Rise
Tom Hiddleston,Thor
Tom Hiddleston,Thor: The Dark World
Tom Holland,The imposible
Tom Holland,The Lost City of Z
Tom Hudson,La tortue rouge
Tom Hughes,Realive
Tom Mison,One Day
Tom Prior,The Theory of Everything
Tom Sizemore,USS Indianapolis: Men of Courage
Tom Wilkinson,Denial
Tom Wilkinson,RocknRolla
Tom Wilkinson,The Lone Ranger
Tom Wilkinson,This Beautiful Fantastic
Tomás Arredondo,Los buscadores
Tomás Fonzi,Kamchatka
Tomás Fonzi,Nueve reinas
Tomás Fonzi,Una noche con Sabrina Love
Tomas Simari,Para vestir santos
Tommy Dewey,The Escort
Tommy Lee Jones,Jason Bourne
Tommy Lee Jones,Mechanic: Resurrection
Tommy Lee Jones,Men in Black 3
Tommy Lee Jones,No Country for Old Men
Toni Collette,Imperium
Toni Collette,Little Miss Sunshine
Tony Amendola,Annabelle
Tony Danza,Don Jon
Tony Goldwyn,The Belko Experiment
Tony Revolori,Dope
Tony Revolori,Lowriders
Tony Shalhoub,Pain & Gain
Tony Shalhoub,The Assignment
Topher Grace,Predators
Topher Grace,Spider-Man 3
Topher Grace,Take Me Home Tonight
Tracy Letts,Christine
Tracy Letts,Imperium
Travis Fimmel,Warcraft
Travis Tope,Viral
Trenton Rogers,He's Just Not That Into You
Trey Songz,Texas Chainsaw 3D
Tristán,Los caballeros de la cama redonda
Ty Simpkins,Insidious
Ty Simpkins,Jurassic World
Tye Sheridan,Detour
Tye Sheridan,Scouts Guide to the Zombie Apocalypse
Tye Sheridan,The Stanford Prison Experiment
Tyler Hoechlin,Everybody Wants Some!!
Tyler James Williams,Dear White People
Tyler Perry,Gone Girl
Tyler Perry,Teenage Mutant Ninja Turtles: Out of the Shadows
Tyne Daly,"Hello, My Name Is Doris"
Tyrese Gibson,Death Race
Tyrese Gibson,Transformers
Tyrese Gibson,Transformers: Dark of the Moon
Tyrese Gibson,Transformers: Revenge of the Fallen
Ulises Dumont,"El mismo amor, la misma lluvia"
Ulrich Mühe,The Lives of Others
Ulrich Tukur,The Lives of Others
Usher Raymond,Hands of Stone
Val Kilmer,Deja Vu
Valeria Bertuccelli,El cuaderno de Tomy
Valeria Bertuccelli,La reina del miedo
Valeria Bertuccelli,Luna de Avellaneda
Valeria Bertuccelli,Me casé con un boludo
Valeria Bertuccelli,Un novio para mi mujer
Valeria Bertuccelli,Viudas
Valeria Bertuccelli,XXY
Valeria Correa,El estudiante
Valeria Correa,La flor
Valerie Mahaffey,Sully
Vanesa González,Apache
Vanessa Ferlito,Death Proof
Vanessa Hudgens,Spring Breakers
Vanessa Hudgens,Sucker Punch
Vanessa Lachey,Disaster Movie
Vanessa Ross,Birth of the Dragon
Vera Farmiga,Orphan
Vera Farmiga,Source Code
Vera Farmiga,The Conjuring
Vera Farmiga,The Conjuring 2
Vera Farmiga,The Judge
Vera Farmiga,Up in the Air
Vera Spinetta,El reino
Vernetta Lopez,Equals
Verónica Llinás,El Marginal
Verónica Llinás,La odisea de los giles
Verónica Llinás,Pájaros volando
Vicky Krieps,Hanna
Víctor Laplace,No habrá más penas ni olvido
Victor Lopez,"Muere, monstruo, muere"
Víctor Proncet,Los traidores
Victoria Justice,The First Time
Victoriano Baena,Crónica de un niño solo
Viggo Mortensen,Captain Fantastic
Viggo Mortensen,Eastern Promises
Viggo Mortensen,Jauja
Viggo Mortensen,The Road
Viggo Mortensen,Todos tenemos un plan
Viilbjørk Malling Agger,Jauja
Vilen Babichev,Viking
Vin Diesel,Fast & Furious
Vin Diesel,Fast Five
Vin Diesel,Furious 6
Vin Diesel,Furious Seven
Vin Diesel,Guardians of the Galaxy
Vin Diesel,Riddick
Vin Diesel,The Last Witch Hunter
Vince Vaughn,Couples Retreat
Vince Vaughn,Into the Wild
Vince Vaughn,The Break-Up
Vince Vaughn,The Internship
Vincent Cassel,Black Swan
Vincent Cassel,Il racconto dei racconti - Tale of Tales
Vincent Cassel,It's Only the End of the World
Vincent Cassel,Jason Bourne
Vincent Cassel,Trance
Vincent D'Onofrio,Escape Plan
Vincent D'Onofrio,In Dubious Battle
Vincent D'Onofrio,The Magnificent Seven
Vincent Ebrahim,Allied
Vincent Kartheiser,A Kind of Murder
Ving Rhames,Mission: Impossible III
Ving Rhames,Piranha 3D
Vinnie Jones,She's the Man
